id,filename,relative_path,raw_timestamp,timestamp,depth,gain,frequency,bpp,image_width,image_height,micropixel,test_name,test_id,mask_status,mask_path
0000,0000_1775482824431_T_1.png,data\customer_3d_phantom\images\0000_1775482824431_T_1.png,,1775482824431,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0000_1775482824431_T_1_mask.png
0001,0001_1775482828372_T_1.png,data\customer_3d_phantom\images\0001_1775482828372_T_1.png,,1775482828372,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0001_1775482828372_T_1_mask.png
0002,0002_1775482831123_T_1.png,data\customer_3d_phantom\images\0002_1775482831123_T_1.png,,1775482831123,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0002_1775482831123_T_1_mask.png
0003,0003_1775482833486_T_1.png,data\customer_3d_phantom\images\0003_1775482833486_T_1.png,,1775482833486,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0003_1775482833486_T_1_mask.png
0004,0004_1775482839298_T_1.png,data\customer_3d_phantom\images\0004_1775482839298_T_1.png,,1775482839298,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0004_1775482839298_T_1_mask.png
0005,0005_1775482841678_T_1.png,data\customer_3d_phantom\images\0005_1775482841678_T_1.png,,1775482841678,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0005_1775482841678_T_1_mask.png
0006,0006_1775482844061_T_1.png,data\customer_3d_phantom\images\0006_1775482844061_T_1.png,,1775482844061,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0006_1775482844061_T_1_mask.png
0007,0007_1775482846179_T_1.png,data\customer_3d_phantom\images\0007_1775482846179_T_1.png,,1775482846179,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0007_1775482846179_T_1_mask.png
0008,0008_1775482848905_T_1.png,data\customer_3d_phantom\images\0008_1775482848905_T_1.png,,1775482848905,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0008_1775482848905_T_1_mask.png
0009,0009_1775482850903_T_1.png,data\customer_3d_phantom\images\0009_1775482850903_T_1.png,,1775482850903,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0009_1775482850903_T_1_mask.png
0010,0010_1775482853039_T_1.png,data\customer_3d_phantom\images\0010_1775482853039_T_1.png,,1775482853039,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0010_1775482853039_T_1_mask.png
0011,0011_1775482855323_T_1.png,data\customer_3d_phantom\images\0011_1775482855323_T_1.png,,1775482855323,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0011_1775482855323_T_1_mask.png
0012,0012_1775482857674_T_1.png,data\customer_3d_phantom\images\0012_1775482857674_T_1.png,,1775482857674,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0012_1775482857674_T_1_mask.png
0013,0013_1775482859948_T_1.png,data\customer_3d_phantom\images\0013_1775482859948_T_1.png,,1775482859948,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0013_1775482859948_T_1_mask.png
0014,0014_1775482862289_T_1.png,data\customer_3d_phantom\images\0014_1775482862289_T_1.png,,1775482862289,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0014_1775482862289_T_1_mask.png
0015,0015_1775482866917_T_1.png,data\customer_3d_phantom\images\0015_1775482866917_T_1.png,,1775482866917,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0015_1775482866917_T_1_mask.png
0016,0016_1775482871982_T_1.png,data\customer_3d_phantom\images\0016_1775482871982_T_1.png,,1775482871982,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0016_1775482871982_T_1_mask.png
0017,0017_1775482875480_T_1.png,data\customer_3d_phantom\images\0017_1775482875480_T_1.png,,1775482875480,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0017_1775482875480_T_1_mask.png
0018,0018_1775482880373_T_1.png,data\customer_3d_phantom\images\0018_1775482880373_T_1.png,,1775482880373,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0018_1775482880373_T_1_mask.png
0019,0019_1775482884345_T_1.png,data\customer_3d_phantom\images\0019_1775482884345_T_1.png,,1775482884345,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0019_1775482884345_T_1_mask.png
0020,0020_1775482887652_T_1.png,data\customer_3d_phantom\images\0020_1775482887652_T_1.png,,1775482887652,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0020_1775482887652_T_1_mask.png
0021,0021_1775482889704_T_1.png,data\customer_3d_phantom\images\0021_1775482889704_T_1.png,,1775482889704,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0021_1775482889704_T_1_mask.png
0022,0022_1775482892929_T_1.png,data\customer_3d_phantom\images\0022_1775482892929_T_1.png,,1775482892929,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0022_1775482892929_T_1_mask.png
0023,0023_1775482895652_T_1.png,data\customer_3d_phantom\images\0023_1775482895652_T_1.png,,1775482895652,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0023_1775482895652_T_1_mask.png
0024,0024_1775482897940_T_1.png,data\customer_3d_phantom\images\0024_1775482897940_T_1.png,,1775482897940,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0024_1775482897940_T_1_mask.png
0025,0025_1775482900201_T_1.png,data\customer_3d_phantom\images\0025_1775482900201_T_1.png,,1775482900201,4,50,8/10.0,4,461,481,83.77685377685378,customer_3d_phantom,1,true,data\customer_3d_phantom\masks\0025_1775482900201_T_1_mask.png
